Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	MP ID	Term
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003141	cardiac fibrosis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003177	allodynia
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003197	nephrocalcinosis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003215	renal interstitial fibrosis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003288	intestinal edema
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003303	peritoneal inflammation
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003355	decreased ovulation rate
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003357	impaired granulosa cell differentiation
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003422	abnormal thrombolysis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003426	pulmonary interstitial fibrosis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003436	decreased susceptibility to induced arthritis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003606	kidney failure
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003626	kidney medulla hypoplasia
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003638	abnormal response/metabolism to endogenous compounds
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003675	kidney cysts
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003704	abnormal hair follicle development
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003829	impaired febrile response
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003845	abnormal decidualization
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003849	greasy coat
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003918	decreased kidney weight
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0003997	tonic-clonic seizures
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004155	decreased susceptibility to induced pancreatitis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004193	abnormal kidney papilla morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004207	increased squamous cell carcinoma incidence
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004484	altered response of heart to induced stress
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004499	increased incidence of tumors by chemical induction
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004502	decreased incidence of tumors by chemical induction
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004505	decreased renal glomerulus number
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004564	enlarged myocardial fiber
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004754	abnormal kidney collecting duct morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004756	abnormal proximal convoluted tubule morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004816	abnormal class switch recombination
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004867	decreased platelet calcium level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0004969	pale kidney
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005023	abnormal wound healing
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005025	abnormal response to infection
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005048	abnormal thrombosis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005164	abnormal response to injury
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005165	increased susceptibility to injury
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005166	decreased susceptibility to injury
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005232	abnormal mesenteric lymph node morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005264	glomerulosclerosis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005319	abnormal enzyme/coenzyme level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005325	abnormal renal glomerulus morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005326	abnormal podocyte morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005333	decreased heart rate
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005464	abnormal platelet physiology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005528	decreased renal glomerular filtration rate
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005553	increased circulating creatinine level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005565	increased blood urea nitrogen level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005571	decreased lactate dehydrogenase level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005598	decreased ventricle muscle contractility
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005656	decreased aggression
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005658	increased susceptibility to diet-induced obesity
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005666	abnormal adipose tissue physiology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0005669	increased circulating leptin level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0006058	decreased cerebral infarction size
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0006143	increased systemic arterial diastolic blood pressure
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0006144	increased systemic arterial systolic blood pressure
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0006238	abnormal choriocapillaris morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008004	abnormal stomach pH
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008095	abnormal memory B cell differentiation
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008140	podocyte foot process effacement
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008235	increased susceptibility to neuronal excitotoxicity
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008236	decreased susceptibility to neuronal excitotoxicity
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008272	abnormal endochondral bone ossification
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008396	abnormal osteoclast differentiation
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008495	decreased IgG1 level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008496	decreased IgG2a level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008498	decreased IgG3 level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008531	increased chemical nociceptive threshold
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008537	increased susceptibility to induced colitis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008560	increased tumor necrosis factor secretion
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008734	decreased susceptibility to endotoxin shock
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008735	increased susceptibility to endotoxin shock
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008770	decreased survivor rate
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008874	decreased physiological sensitivity to xenobiotic
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008907	decreased total fat pad weight
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0008950	ventricular tachycardia
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009148	pancreas necrosis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009373	abnormal cumulus expansion
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009586	increased platelet aggregation
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009641	kidney degeneration
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009643	abnormal urine homeostasis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009648	abnormal superovulation
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009660	abnormal induced retinal neovascularization
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009766	increased sensitivity to xenobiotic induced morbidity/mortality
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009794	sebaceous gland hyperplasia
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009814	increased prostaglandin level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0009815	decreased prostaglandin level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0010985	abnormal kidney mesenchyme morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011086	postnatal lethality, incomplete penetrance
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011088	neonatal lethality, incomplete penetrance
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011290	decreased nephron number
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011294	renal glomerulus hypertrophy
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011308	kidney corticomedullary cysts
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011334	abnormal nephrogenic zone morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011339	abnormal glomerular mesangium morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011346	renal tubule atrophy
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011352	proximal convoluted tubule brush border loss
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011376	abnormal kidney corticomedullary boundary morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011377	renal glomerulus fibrosis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011383	abnormal kidney capsule morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011402	renal cast
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011403	pyelonephritis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011405	tubulointerstitial nephritis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011408	renal tubule hypertrophy
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011409	increased renal glomerulus basement membrane thickness
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011423	kidney cortex atrophy
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011534	granular kidney
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011563	increased urine prostaglandin level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011564	decreased urine prostaglandin level
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0011682	renal glomerulus cysts
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0012106	impaired exercise endurance
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0012737	abnormal primary polar body morphology
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0013237	abnormal skeletal muscle regeneration
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0013383	increased sebaceous gland adenoma incidence
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0031120	decreased susceptibility to induced thrombosis
PTGS2	current symbol	MGI:97798	Ptgs2	prostaglandin-endoperoxide synthase 2	protein coding gene	MP:0031121	increased susceptibility to induced thrombosis
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0000694	spleen hypoplasia
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0003080	increased natural killer cell mediated cytotoxicity
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0005017	decreased B cell number
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0005018	decreased T cell number
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0005070	impaired natural killer cell mediated cytotoxicity
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0008053	abnormal NK cell differentiation
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0008566	increased interferon-gamma secretion
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0010766	abnormal NK cell physiology
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0020917	decreased susceptibility to Herpesvirales infection
KLRK1	current symbol	MGI:1196250	Klrk1	killer cell lectin-like receptor subfamily K, member 1	protein coding gene	MP:0031025	decreased susceptibility to Herpesvirales infection induced morbidity/mortality
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0000062	increased bone mineral density
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0000217	abnormal leukocyte cell number
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0000218	increased leukocyte cell number
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0000696	abnormal Peyer's patch morphology
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0000717	abnormal lymphocyte cell number
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0001501	abnormal sleep pattern
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0001790	abnormal immune system physiology
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0001805	decreased IgG level
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0001860	liver inflammation
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0001861	lung inflammation
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0001876	decreased inflammatory response
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002051	increased skin papilloma incidence
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002052	decreased tumor incidence
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002314	abnormal respiratory mechanics
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002334	abnormal airway responsiveness
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002344	abnormal lymph node B cell domain morphology
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002359	abnormal spleen germinal center morphology
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002389	abnormal Peyer's patch follicle morphology
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002411	decreased susceptibility to bacterial infection
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002412	increased susceptibility to bacterial infection
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002451	abnormal macrophage physiology
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002500	granulomatous inflammation
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002606	increased basophil cell number
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002796	impaired skin barrier function
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002886	abnormal glutamate-mediated receptor currents
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0002942	decreased circulating alanine transaminase level
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0003009	abnormal cytokine secretion
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0003633	abnormal nervous system physiology
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0003638	abnormal response/metabolism to endogenous compounds
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0004799	increased susceptibility to experimental autoimmune encephalomyelitis
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0004800	decreased susceptibility to experimental autoimmune encephalomyelitis
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0004804	decreased susceptibility to autoimmune diabetes
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0004951	abnormal spleen weight
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0005011	increased eosinophil cell number
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0005013	increased lymphocyte cell number
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0005027	increased susceptibility to parasitic infection
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0005567	decreased circulating total protein level
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0005596	increased susceptibility to type I hypersensitivity reaction
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008133	decreased Peyer's patch number
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008196	abnormal follicular dendritic cell morphology
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008201	absent follicular dendritic cells
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008495	decreased IgG1 level
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008553	increased circulating tumor necrosis factor level
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008597	decreased circulating interleukin-6 level
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008642	decreased circulating interleukin-1 beta level
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008705	increased interleukin-6 secretion
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008706	decreased interleukin-6 secretion
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008722	abnormal chemokine secretion
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008734	decreased susceptibility to endotoxin shock
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008735	increased susceptibility to endotoxin shock
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008874	decreased physiological sensitivity to xenobiotic
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0008943	increased sensitivity to induced cell death
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0009763	increased sensitivity to induced morbidity/mortality
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0009764	decreased sensitivity to induced morbidity/mortality
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0009767	decreased sensitivity to xenobiotic induced morbidity/mortality
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0009788	increased susceptibility to bacterial infection induced morbidity/mortality
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0009967	abnormal neuron proliferation
TNFRSF1A	current symbol	MGI:1314884	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	protein coding gene	MP:0010042	abnormal oval cell physiology
